"10.200325","1","6"
"15.864879","4","4"
"10.593842","1","4"
" 7.624110","2","7"
" 8.299507","5","5"
"13.896130","3","1"
" 9.872912","2","2"
"12.347272","3","4"
"10.566243","3","7"
" 7.458915","1","7"
"12.411715","5","3"
"11.775771","5","3"
" 9.940521","2","6"
"11.350252","2","1"
"10.629815","1","2"
" 6.406797","5","7"
" 9.991515","5","6"
" 9.879110","1","7"
" 6.561850","1","7"
" 9.916397","5","5"
" 8.334599","5","5"
"10.559090","2","5"
"12.023339","2","3"
"10.293862","1","6"
" 9.256503","4","6"
"11.601698","1","4"
"14.942944","4","4"
"10.089285","3","7"
"12.988307","2","3"
"10.835747","2","6"
"11.491631","4","6"
"10.395919","4","2"
"10.389369","4","5"
"13.338773","2","3"
"11.229450","4","1"
"10.820962","1","2"
"12.888854","1","1"
" 9.704879","4","2"
"10.356502","1","1"
"12.418126","2","4"
"10.253380","3","2"
"11.522878","2","1"
"11.880432","2","1"
"10.498420","5","1"
"12.123999","2","3"
"12.000113","1","4"
"18.159094","3","6"
"12.893065","3","4"
"10.434863","4","6"
"12.701285","3","4"
" 9.769109","1","5"
"11.074611","4","2"
"10.514228","5","4"
" 9.075148","1","5"
"11.943014","1","4"
" 7.218185","4","7"
"11.289062","5","3"
"11.730402","5","3"
"11.406309","4","1"
" 9.104440","5","6"
"15.360474","4","4"
" 7.814646","4","6"
"10.035513","1","3"
"10.116129","5","1"
" 9.571509","5","4"
"10.482913","1","5"
"11.357411","1","1"
"19.773659","3","6"
"12.083017","2","1"
"10.072067","2","6"
"18.448335","3","3"
"10.566808","2","2"
"10.246358","4","2"
"15.593681","3","1"
" 8.826217","5","5"
" 9.032394","2","5"
"11.625763","2","4"
" 7.590898","1","7"
" 8.350557","3","7"
"21.970739","3","6"
"11.868157","2","1"
"14.237155","2","3"
"11.253561","5","3"
"11.304969","2","1"
" 9.293606","5","2"
" 9.849321","4","6"
"11.182948","5","4"
"10.903680","4","2"
"11.308985","1","5"
"13.401267","3","1"
" 9.965350","2","6"
"12.880236","3","4"
"19.238863","3","6"
" 7.412942","1","7"
"11.647331","5","3"
"12.703360","4","1"
" 8.658515","4","6"
"13.851108","1","1"
"10.713424","5","1"
" 9.996652","5","6"
" 8.678368","1","2"
"11.583298","3","5"
" 8.550288","3","7"
"19.088217","3","3"
"12.514578","3","1"
"15.911648","4","4"
" 8.495805","1","7"
"11.438985","1","1"
"11.232467","4","1"
" 9.319968","2","7"
"11.536544","1","4"
"10.373484","2","4"
"20.542947","3","6"
" 8.374676","4","7"
" 9.918475","1","7"
"19.162681","3","3"
" 8.069046","5","2"
"11.829206","3","2"
"16.036705","4","4"
"11.625885","2","4"
"11.055567","1","4"
" 9.004120","4","7"
" 9.202060","1","7"
"10.433119","4","2"
" 7.990614","2","7"
"12.958704","5","1"
"12.806135","2","1"
"11.703402","2","1"
"12.007695","2","2"
"20.993377","3","6"
"11.075427","1","4"
"10.073184","2","2"
"14.956647","3","1"
"16.853129","3","3"
"13.074290","3","4"
"12.373931","3","5"
" 7.322722","5","2"
"18.872543","3","3"
"10.640169","1","6"
"12.192333","2","4"
" 9.566108","4","2"
"12.486678","2","4"
"11.310052","2","4"
"10.666943","4","6"
" 8.176178","5","2"
"11.792455","1","4"
"11.127673","5","4"
"11.613188","5","1"
" 9.165266","5","2"
"14.799075","4","4"
" 9.270553","4","2"
"15.326145","4","4"
"10.461618","2","2"
"12.210727","1","4"
"17.783248","3","6"
" 8.273942","1","2"
" 9.184874","1","7"
"14.210551","4","3"
"12.542266","5","1"
" 9.540423","1","7"
"20.057510","3","6"
" 8.883293","4","7"
" 9.108185","5","6"
"10.122613","4","1"
"11.923971","1","6"
"11.158904","1","4"
" 9.073618","5","6"
" 9.476287","5","6"
"11.510453","1","3"
" 9.694598","5","1"
" 9.709026","4","5"
" 7.850301","2","7"
" 9.846854","2","6"
" 6.743141","1","7"
" 9.924863","5","2"
" 7.351596","5","7"
"12.544024","2","1"
"10.999711","5","4"
"10.333804","2","2"
"11.596933","4","2"
" 7.647997","2","7"
" 8.657216","5","5"
"10.270376","5","1"
" 8.484059","4","7"
"10.527197","4","5"
"10.980469","1","4"
"12.420644","2","1"
" 9.622460","4","2"
" 9.965472","1","6"
"12.261388","1","1"
" 8.891055","3","7"
" 9.933608","1","5"
" 9.312218","1","3"
" 8.715648","4","2"
"12.523793","3","4"
" 9.983329","5","6"
"17.640182","3","3"
"12.670112","5","3"
"10.278319","1","5"
"11.025876","1","1"
" 8.300377","1","7"
"11.792623","5","3"
" 8.754087","4","5"
"10.249844","4","6"
"10.930877","4","2"
" 8.435623","4","5"
"10.397781","5","3"
"10.246559","2","5"
"11.089930","4","1"
"11.502348","1","4"
"16.382459","4","4"
"12.152522","4","1"
"12.287962","5","3"
"10.839030","4","5"
" 9.960254","2","5"
"13.852901","2","3"
"10.621696","2","5"
"11.320113","1","6"
"12.619995","1","1"
"10.321394","4","5"
"16.642675","4","4"
"11.266210","5","1"
"10.687907","5","1"
"12.001324","1","5"
"10.948247","5","1"
" 9.697481","4","2"
" 9.034873","1","6"
"13.370658","2","3"
" 7.798856","1","7"
"12.074889","5","6"
" 9.304913","2","5"
"18.452650","3","6"
"13.709811","3","1"
"13.341295","2","1"
"14.344526","1","1"
"11.775423","4","1"
"12.359656","2","4"
"13.768505","5","3"
" 9.598638","5","6"
"10.007546","3","7"
" 9.382338","2","5"
"13.820712","4","3"
"12.878587","3","4"
"19.288234","3","3"
" 8.623215","1","7"
"13.323770","4","1"
"10.032608","5","4"
"11.767201","4","5"
"10.709248","5","4"
" 9.168390","3","7"
" 9.395077","3","7"
"13.117668","1","4"
"12.103989","1","4"
"12.076690","2","3"
" 8.846645","5","2"
" 9.941718","1","5"
" 9.095048","3","7"
"12.798538","2","1"
" 9.699853","4","2"
"10.732233","1","4"
" 9.196338","3","7"
"10.095463","1","2"
" 6.117419","5","7"
"12.990148","4","3"
"13.486941","2","3"
"10.015576","5","4"
" 9.723661","5","2"
" 9.590045","3","5"
"10.476449","2","6"
"12.819180","4","1"
" 9.042031","1","6"
" 9.018347","1","2"
"13.435799","1","1"
"18.619648","3","6"
"12.350946","3","2"
" 9.339824","5","2"
"12.000881","2","2"
" 6.484811","5","7"
" 9.052952","4","7"
" 6.540209","2","7"
"12.657403","2","5"
" 7.946743","2","7"
"15.203653","4","4"
"10.552359","1","5"
" 8.997777","1","3"
"10.069944","1","5"
" 9.319289","5","4"
"10.717650","1","6"
"20.080054","3","6"
"19.474134","3","6"
"12.261390","3","4"
"10.335115","3","7"
"11.403224","1","6"
" 9.916420","4","2"
" 9.239684","4","6"
" 8.914320","5","6"
" 8.402305","4","2"
" 8.451520","1","7"
" 8.919538","5","2"
" 9.697346","5","6"
"12.573622","2","1"
" 8.319004","4","7"
"12.407416","3","4"
" 8.591186","1","7"
"10.801363","5","5"
" 5.914177","5","7"
"13.680386","3","1"
"10.550371","4","1"
"11.137850","1","6"
"10.876925","3","5"
"12.654953","3","5"
" 8.633171","4","6"
"10.557581","1","4"
" 9.564723","1","3"
"19.699567","3","6"
"12.997643","4","1"
"10.284374","2","4"
"10.686020","4","3"
" 7.804382","5","7"
"10.979161","3","5"
"12.414760","4","3"
"10.887137","3","7"
" 9.925021","1","3"
"10.511883","5","3"
" 9.490567","3","7"
" 9.732528","5","5"
" 9.802078","4","5"
"10.089142","1","6"
" 6.983052","1","7"
" 8.914344","5","6"
" 8.865321","5","6"
"10.139794","3","2"
"13.040472","4","3"
" 8.639039","5","5"
"14.165244","3","1"
"13.314688","3","4"
"13.627446","2","1"
"11.964610","5","3"
"12.642746","2","3"
"10.468275","2","2"
"12.332321","2","3"
" 9.483367","5","5"
"12.582028","1","4"
"12.075330","1","4"
"10.033492","5","4"
"11.020912","5","3"
" 6.777134","5","7"
"12.417069","2","5"
"12.787667","2","1"
"10.848463","1","6"
"11.368072","1","6"
"12.251881","1","4"
"13.353993","4","3"
" 8.700338","2","7"
" 8.591761","4","7"
" 9.221218","5","6"
"11.204898","2","6"
"11.917787","4","1"
" 7.506645","4","5"
" 7.603850","5","7"
"13.912310","2","3"
" 8.294737","1","3"
"10.098147","4","6"
"10.922218","5","2"
"11.180588","2","1"
" 9.405513","1","6"
" 6.383835","5","7"
" 7.352923","5","2"
"13.446576","1","4"
"10.195641","4","6"
"11.715275","2","5"
"11.589443","3","5"
"11.272994","2","1"
" 9.525540","5","5"
"11.085723","4","6"
"10.247981","1","6"
" 8.838903","5","5"
" 9.053279","1","3"
"11.883031","3","2"
" 9.632191","4","5"
"11.147445","1","1"
"12.427047","3","2"
"18.886672","3","6"
" 9.508046","5","4"
" 8.134148","4","7"
"14.219504","3","1"
" 7.478996","5","6"
"10.751128","2","2"
" 7.654672","5","7"
"10.856263","5","4"
" 9.974145","4","6"
"12.127135","3","2"
" 7.675528","2","7"
"10.606070","2","5"
"11.114300","5","1"
" 9.262123","2","5"
"11.859686","2","4"
" 7.704848","5","7"
"18.226980","3","3"
" 9.832392","1","6"
"18.001045","3","6"
" 9.903323","1","1"
" 9.097539","5","6"
"12.845612","3","4"
"18.047596","3","6"
"13.173507","4","3"
"11.643000","2","6"
" 9.407066","1","7"
" 9.669688","1","6"
"17.578289","4","4"
"11.135858","5","4"
" 9.738683","2","5"
" 8.281355","2","7"
"10.030264","4","7"
"15.580697","4","4"
"10.109441","5","4"
"11.439528","3","5"
"12.977913","4","3"
"10.683334","4","5"
"11.531514","4","3"
" 9.351995","4","5"
"11.761885","3","2"
" 8.023594","4","2"
"11.057881","2","6"
" 6.809069","5","7"
" 9.133399","3","7"
"10.872934","5","1"
"12.308464","2","3"
"18.443769","3","6"
" 8.703397","5","5"
"13.724405","4","3"
"10.688430","4","2"
" 9.916740","2","2"
"11.686248","5","1"
" 8.435390","5","6"
"12.527573","2","1"
"10.637894","5","4"
"12.490446","5","3"
"12.526130","3","4"
"11.722551","2","1"
" 8.451357","4","7"
"10.435063","1","5"
"13.599738","3","4"
"11.323925","4","2"
"14.832888","4","4"
"11.890330","2","1"
"12.802601","4","1"
" 7.683822","5","7"
" 9.904770","1","6"
"11.729737","5","3"
" 8.131957","5","6"
" 7.786508","1","3"
" 8.630451","3","7"
" 8.538505","3","7"
"12.027590","2","4"
" 9.564279","4","2"
" 9.763308","4","7"
"12.156780","3","4"
"10.350093","4","1"
"13.002878","1","1"
"12.091032","4","3"
"10.958172","1","1"
"10.283040","3","2"
"12.424842","3","4"
" 5.992215","5","2"
"10.526317","5","4"
